# Goethe/ÖSD A1–B1 Wortliste. Source: github.com/ilkermeliksitki/goethe-institute-wordlist
# lemma	level	article	plural	example_de
der/das Laptop	a2		-s	Ich brauche einen neuen Laptop.
der/die Bekannte	a1			Ein Bekannter von mir heißt Klaus.
der/die Jugendliche	a2		-n	Viele Jugendliche hören den ganzen Tag Musik.
derselbe	b1		dieselbe, dasselbe(1)	Mein Freund und ich gehen in dieselbe Schule.
deshalb	a2			Ich bin krank. Deshalb komme ich heute nicht ins Büro.
deswegen	b1			Ich habe falsch geparkt. Deswegen habe ich einen Strafzettel bekommen.
deutlich	a2			Sprechen Sie bitte deutlich!
dich	a1			Die Blumen sind für dich.
dicht	b1			Unsere Fenster sind nicht dicht. Es zieht immer.
dick	a2			Ich bin zu dick. Ich muss weniger essen.
dienen	b1			Solche Kontakte dienen der Verbesserung der internationalen Beziehungen.
dies-	a1			Ich nehme lieber diesen Kuchen.
diesmal	b1			Die letzten Spiele haben wir verloren. Diesmal haben wir zum Glück gewonnen.
digital	b1			Ich habe eine Digitaluhr gekauft. Die geht genauer als meine alte Uhr.
dir	a1			Gefallen dir die Blumen?
direkt	a2			Wir wohnen direkt über dem Café.
diskutieren	a2			Ich möchte das mit meinen Kollegen diskutieren.
doch	a2			Hast du keinen Hunger? - Doch, ich bin sehr hungrig.
donnern	b1			Hörst du es donnern? Das Gewitter kommt näher.
doppelt	b1			Das Buch habe ich doppelt.
dort	a1		-her, -hin(1)	Deine Tasche kannst du dorthin stellen.
dorthin	b1			Ich werde in fünf Minuten dort sein. Deine Tasche kannst du dorthin stellen.
draußen	a1			Wollen wir draußen sitzen?
drehen	b1			Drehen Sie zum Einschalten den Schalter nach rechts.
drin	b1			Wo wollt ihr sitzen? Draußen oder drinnen?
dringend	a2			Bitte kommen Sie schnell. Es ist dringend.
drinnen	a2			Wollen Sie drinnen oder draußen sitzen?
drucken	a1		druckt	Bitte drucke das Formular für mich.
drüben	a2			Da drüben ist die Haltestelle.
drücken	a1		drückt	Drück hier, dann geht der Computer an.
dumm	a2			Ich finde den Film dumm.
dunkel	a2			Um sechs Uhr ist es schon dunkel.
durch	a1			Am besten gehen Sie durch die Breite Straße.
durcheinander	b1			Alle meine Sachen sind durcheinander. Ich finde nichts mehr.
durchschnittlich	b1			Die Preise sind im letzten Jahr um durchschnittlich 6 % gestiegen.
durstig	b1			Du bist sicher durstig. Was möchtest du trinken?
duschen (sich)	a2		duscht	Ich bade nicht so gern, ich dusche lieber.
duzen	b1			Wollen wir Du zueinander sagen? Ja, wir können uns gern duzen.
dünn	a2			Das Buch ist sehr dünn. Es hat nur 40 Seiten.
dürfen	a1		darf	Sie dürfen hier nicht rauchen.
e-card	b1	die		Haben Sie Ihre e-card dabei?
eben	b1			Ich bin eben erst angekommen.
ebenfalls	b1			Ich wünsche Ihnen ein schönes Wochenende. – Danke, ebenfalls.
ebenso	b1			Schöne Feiertage. – Danke, ebenso.
ec-Karte/EC-Karte	b1	die		Bezahlen Sie bar? Sie können auch mit der ec-Karte zahlen.
echt	a2			Ist das Bild ein echter Picasso?
eckig	b1			Ich möchte einen eckigen Tisch, keinen runden.
egal	a2			Das ist mir egal.
eher	b1			Ich stehe meist eher auf als mein Mann.
ehrlich	b1			Sie ist ein ehrlicher Mensch.
eigen-	a2			Nicht alle Kinder haben ein eigenes Zimmer.
eigentlich	a2			Wir wollten eigentlich Freunde besuchen, aber dann sind wir doch zu Hause geblieben.
eilen	b1			Es eilt sehr. Bitte machen Sie schnell.
eilig	a1			Hast du es eilig?
ein bisschen	b1			Wenn Sie ein bisschen warten, können wir zusammen gehen.
ein paar	a2			Wir fahren ein paar Tage ans Meer.
ein-	a1			Ich nehme ein Bier. Willst du auch eins?
einbrechen	b1			Jemand ist in unsere Wohnung eingebrochen.
eindeutig	b1			Das Ergebnis ist eindeutig. Du hast gewonnen.
einerseits	b1			Einerseits möchte ich die Reise gern machen, andererseits ist sie zu teuer.
einfach	a1			Die Prüfung ist ganz einfach.
einfallen	b1			Mir ist wieder eingefallen, wie das Buch heißt.
einfügen	b1			Markieren Sie zuerst die Zeilen, dann kopieren drücken und dann einfügen.
einführen	b1			Dürfen wir diese Ware ins Land einführen?
einheitlich	b1			Die Schüler dieser Schule tragen einheitliche Kleidung.
einig-	a2			In diesem Text sind einige Fehler.
einkaufen	a1			Ich muss noch für morgen einkaufen.
einladen	a1		lädt ein	Darf ich Sie zu einem Kaffee einladen?
einmal	a1			Diese Prüfung mache ich nicht noch einmal.
einnehmen	b1			Wie muss ich die Tropfen einnehmen?
einpacken	a2			Soll ich Ihnen das als Geschenk einpacken?
einrichten	b1			Ich habe meine Wohnung selbst eingerichtet.
einsam	b1			Ohne meine Familie fühle ich mich ein bisschen einsam.
einschalten	b1			Können Sie bitte die Heizung einschalten?
einschließlich	b1			Alles zusammen kostet 200 Euro einschließlich Fahrtkosten.
einsetzen	b1			Ich glaube, wir müssen jemanden einsetzen, der sich um die Organisation kümmert.
einsteigen	a1			Schnell, steig ein, der Zug fährt gleich.
einstellen	b1			Die Firma wird in diesem Jahr drei neue Leute einstellen.
eintragen	b1			Tragen Sie sich bitte in die Liste ein.
eintragen (sich)	a2			Sie müssen Ihren Namen und Ihre Adresse eintragen.
eintreten	b1			Letztes Jahr bin ich in einen Sportverein eingetreten.
einverstanden	b1			Als Termin schlage ich den 3. Mai vor. – Gut, einverstanden!
einverstanden sein	a2			Als Termin schlage ich den 11. Juni vor. - Gut, (ich bin) einverstanden.
einzahlen	b1			Ich habe gestern Geld auf mein Bankkonto eingezahlt.
einzel-	a2			Nicht alle zusammen. Könnt ihr bitte einzeln sprechen?
einzeln	b1			Dieses Mineralwasser gibt es nur als Sechserpack, nicht einzeln.
einziehen	a2			Wann können wir in die Wohnung einziehen?
einzig-	b1			Wir waren die einzigen Gäste.
elegant	b1			Ich finde dein Kleid sehr elegant.
elektrisch	b1			Wir kochen nicht mit Gas, sondern elektrisch.
elektronisch	b1			Wir sollten die Daten elektronisch bearbeiten, sonst dauert es zu lange.
empfangen	b1			Wir können mit unserem Fernseher über 30 Programme empfangen.
empfehlen	a1			Welchen Wein können Sie mir empfehlen?
empfiehlt	a2			
enden	a1		endet	Die Straße endet hier.
endgültig	b1			Damit ist das Problem endgültig gelöst.
endlich	a2			Wann kommst du endlich? Der Film fängt gleich an.
eng	a2			Diese Hose ist zu eng. Gibt es sie auch eine Nummer größer?
entdecken	b1			Ich habe in deinem Brief noch ein paar Fehler entdeckt.
entfernen	b1			Der Müll muss dringend entfernt werden.
entgegenkommen	b1			Auf dem Weg nach Hause ist mir mein Nachbar entgegengekommen.
enthalten	b1			Diese Schokolade enthält nur sehr wenig Zucker.
entlang	b1			Gehen Sie diese Straße entlang. Dann kommen Sie direkt zum Bahnhof.
entlassen	b1			Die Operation ist gut gelaufen. Wir können Sie nächste Woche aus dem Krankenhaus entlassen.
entscheiden	b1			Das kann ich nicht allein entscheiden, da muss ich erst fragen.
entschuldigen	a1			Entschuldigen Sie bitte!
entschuldigen (sich)	a2			Entschuldigen Sie bitte!
entschuldigt	a2			
entsorgen	b1			Wie kann ich meine alte Kaffeemaschine entsorgen?
entspannend	b1			Der Urlaub war sehr entspannend.
entstehen	b1			Hier entsteht ein neues Einkaufszentrum.
enttäuschen	b1			Leider hat mich sein Verhalten enttäuscht.
entweder ... oder	b1			Nur einer kann gewinnen, entweder du oder ich.
entwickeln	b1			Unser Sohn entwickelt sich gut in der Schule.
er	a1			Er heißt Ali.
erfahren	b1			Wann erfahren wir das Ergebnis der Prüfung?
erfinden	b1			Das Rad wurde vor ca. 6000 Jahren erfunden.
erfolgreich	b1			Mein Großvater war ein erfolgreicher Geschäftsmann.
erforderlich	b1			Hier ist die Liste der erforderlichen Zutaten für den Kuchen.
erfordern	b1			Dieser Job erfordert viel Kraft.
erfüllen	b1			Sie müssen den Vertrag in allen Punkten erfüllen.
ergänzen	b1			Ergänzen Sie bitte die fehlenden Angaben.
erhalten	b1			Ihr Schreiben vom 3. Januar haben wir erhalten.
erhöhen	b1			Die Regierung wird sicher bald wieder die Steuern erhöhen.
erinnern	b1			Bitte, erinnern Sie mich noch einmal an den Termin.
erinnern (sich)	a2			Erinnerst du dich an José? - Nein, ich erinnere mich nicht an ihn, tut mir leid.
erinnert	a2			
erkennen	b1			Ich habe Roberto gleich an seiner Stimme erkannt.
erklären	a1		erklärt	Kannst du mir das erklären?
erkältet sein	a2			Lisa ist erkältet. Sie kann heute nicht zur Schule gehen.
erlauben	a1		erlaubt	Rauchen ist hier nicht erlaubt.
erlaubt sein	a2		ist erlaubt	Parken ist hier nicht erlaubt.
erleben	b1			In unserem Urlaub haben wir viel Schönes erlebt.
erledigen	b1			Diese zwei Pakete müssen zur Post. Könntest du das für mich erledigen?
erleichtern	b1			Ich bin erleichtert, dass alles so gut geklappt hat.
ernähren	b1			Wie ernähre ich mich richtig?
erreichen	a2			Wenn wir uns beeilen, erreichen wir noch den Zug um acht Uhr.
erreicht	a2			
erst	a2			Wir können erst morgen kommen.
erzählen	a1		erzählt	Wir müssen euch etwas erzählen!
es	a1			Es regnet.
essen	a1		isst	Was gibt es zu essen?
etwa	b1			Von hier sind es etwa zwanzig Kilometer.
etwas	a2			Ich muss dir etwas erzählen!
euer	a1			Euer Kurs beginnt heute.
eventuell	b1			Ich komme eventuell etwas später.
ewig	b1			Ich warte schon ewig auf mein neues Auto!
extra	b1			Die Getränke kosten extra.
extrem	b1			Die Prüfung war extrem schwer.
fahren	a1			Ich fahre mit dem Auto zur Arbeit.
fair	b1			Ich finde, unsere Mannschaft hat sehr fair gespielt.
fallen	a2		fällt	Pass auf, das Glas fällt gleich vom Tisch.
falls	b1			Falls es regnet, machen wir kein Picknick.
falsch	a1			Das ist falsch.
fangen	b1			Das Kind hat den Ball gefangen.
fantastisch	a2			Dein neues Kleid sieht fantastisch aus!
fassen	b1			Sie haben den Dieb gefasst.
fast	a2			Der Film ist fast zu Ende.
faul	a2			Heute sind wir faul: Wir machen keine Hausaufgaben und arbeiten nicht.
faulenzen	b1			Am Wochenende können wir faulenzen.
fehlen	a1		fehlt	Herr Müller ist nicht da, er fehlt schon seit drei Tagen.
feiern	a1		feiert	Wir feiern heute meinen Geburtstag.
fernsehen	a1		sieht fern	Wollen wir heute Abend mal fernsehen?
fertig	a1			Bist du fertig?
fertig sein	a2		ist fertig	Das Essen ist gleich fertig. Kommst du?
festhalten	b1			Halt dich gut fest.
festlegen	b1			Ich weiß noch nicht, ob ich das mache. Ich möchte mich noch nicht festlegen.
festnehmen	b1			Die Polizei hat einen Mann festgenommen.
festsetzen	b1			Die Schule hat den Termin für die Prüfung festgesetzt.
feststehen	b1			Der Termin steht seit Langem fest.
feststellen	b1			Er hat festgestellt, dass der Absender des Briefes falsch war.
fett	a2			Die Wurst ist mir zu fett.
feucht	b1			Die Wäsche ist noch feucht.
finanziell	b1			Finanziell geht es meinem Neffen jetzt besser.
finanzieren	b1			Ich weiß nicht, wie ich das Auto finanzieren soll.
finden	a1		findet	Wir müssen den Schlüssel finden.
fit sein	a2		ist fit	Tom will fit sein. Er geht jeden Tag ins Fitnessstudio.
flach	b1			Für die Arbeit brauche ich flache Schuhe.
fleißig	a2			Ibrahim ist sehr fleißig. Er macht immer seine Hausaufgaben.
flexibel	b1			Meine Arbeitszeit ist flexibel.
fliegen	a1			Ich fliege nicht gern. Deshalb fahre ich mit dem Zug.
fliehen	b1			Der Einbrecher ist sofort geflohen.
fließen	b1			Dieser Fluss fließt in die Nordsee.
fließend	b1			Mein Kollege spricht fließend Deutsch.
folgen	b1			Es folgen die Nachrichten.
folgenden	b1			Mehr Informationen auf den folgenden Seiten.
fordern	b1			Die Arbeitnehmer fordern mehr Geld.
fortsetzen	b1			Wir setzen die Behandlung am nächsten Donnerstag um 11 Uhr fort.
fotografieren	a2		fotografiert	Ich fotografiere gern.
fragen	a1		fragt	Er möchte Sie etwas fragen. Wann kommen Sie?
frech	b1			Du darfst in der Schule nicht so frech sein.
frei	a1			Ist der Platz noch frei?
freiwillig	a2			Manchmal bleibe ich freiwillig länger im Büro.
fremd	a1			Das weiß ich nicht; ich bin fremd hier.
fressen	b1			Hat der Hund schon etwas zu fressen bekommen?
freuen (sich)	a2		freut	Zum Geburtstag habe ich ein interessantes Buch bekommen.
freundlich	a2			Er ist immer sehr freundlich zu mir.
frieren	b1			Wenn Sie frieren, mache ich das Fenster wieder zu.
frisch	a2			Das Brot ist noch ganz frisch.
froh	a2			Ich bin froh, dass du kommen kannst.
fröhlich	b1			Die Musik klingt fröhlich.
früh	a2			Geht es auch später? Sechs Uhr ist mir zu früh.
früher	a1			Früher waren wir oft zusammen im Kino.
frühstücken	a1		frühstückt	Am Sonntag frühstücke ich gern im Bett.
funktionieren	b1			Können Sie mir bitte mal zeigen, wie der Automat funktioniert?
furchtbar	a2			Er hat furchtbare Schmerzen.
fährt (ab)	a2			Achtung an Gleis 17! Der Zug München - Paris fährt jetzt ab.
fällig	b1			Die Rechnung ist Ende des Monats fällig.
fördern	b1			Die Stadt fördert viele Sportprojekte.
fühlen	b1			Wie fühlen Sie sich? - Danke, ich fühle mich wohl.
fühlen (sich)	a2		fühlt	Wie fühlen Sie sich?
führen	b1			Der Lehrer führt seine Schüler durch das Museum.
für	a1			Das ist für Sie.
füttern	b1			Es ist im Zoo nicht erlaubt, die Tiere zu füttern.
ganz	a2			Oh nein! Was ist passiert? Ist deine Brille jetzt kaputt? - Nein, zum Glück ist sie noch ganz!
gar	b1			Die Kartoffeln sind noch nicht gar.
garantieren	b1			Ich kann Ihnen nicht garantieren, dass das Gerät nächste Woche fertig ist.
geben	a1		gibt, hat gegeben	Kannst du mir bitte deinen Kugelschreiber geben?
geboren	a1			Ich bin in Zagreb geboren.
geboren werden	b1			Wann und wo sind Sie geboren?
gebrauchen	b1			Wir können diese Möbel gut gebrauchen.
geehrt	b1			Sehr geehrte Damen und Herren, …
geehrt-	a2			Sehr geehrte Damen und Herren,
geeignet	b1			Dieses Spiel ist nicht für Kinder unter drei Jahren geeignet.
gefallen	a1		gefällt, hat gefalle	Das gefällt mir.
gefährlich	a2			Du darfst nicht bei Rot über die Straße gehen. Das ist gefährlich.
gegen	a1			Fahr nicht gegen den Baum!
gegenüber	a2			Die Post ist gegenüber vom Bahnhof.
geheim	b1			Das ist geheim. Du darfst es niemandem sagen.
gehen	a1		geht, ist gegangen	Ich weiß nicht, wie das geht.
gehören	a1		gehört, hat gehört	Wem gehört das?
gelingen	b1			Es ist mir gelungen, meinen Chef zu überzeugen.
gelten	b1			Mein Pass gilt noch ein Jahr.
gemeinsam	b1			Du musst die Wohnung renovieren? Ich helfe dir. Wir können das gemeinsam machen.
gemütlich	b1			Wir haben eine sehr gemütliche Wohnung.
genau	a2			Sind Sie sicher, dass die Prüfung am 15. Juni ist? - Ja, das weiß ich genau.
genauso	b1			Katarina sieht genauso aus wie ihre Schwester.
genehmigen	b1			Mein Chef hat mir sechs Wochen Urlaub genehmigt.
genießen	b1			Er kann das Essen leider nicht genießen, weil es zu scharf ist.
genug	a2			Es ist noch genug Pizza da. Möchtest du noch ein Stück?
genügen	b1			Wie viele Zimmer brauchen Sie? – Mir genügt eine 2-Zimmer-Wohnung.
gerade	a1			Da kommt er ja gerade.
geradeaus	a2			Gehen Sie immer geradeaus!
gerecht	b1			Lass uns den Kuchen gerecht verteilen.
gering	b1			Unsere Mannschaft hatte nur eine geringe Chance.
german word	a2			german sentence
gern	a2		lieber, am liebsten	Ich helfe Ihnen gern.
gern(e)	a1			Ich gehe gerne einkaufen.
gern/gerne	b1			Ich helfe Ihnen gern.
gesamt-/Gesamt-	b1			Ich habe meine gesamten Bücher verschenkt.
geschehen	b1			Vielen Dank für Ihre Hilfe. – Gern geschehen.
geschieden	b1			Ich bin seit drei Jahren geschieden.
geschlossen	a1			Die Bank hat am Samstag geschlossen.
gespannt	b1			Ich bin gespannt, wer bei diesem Spiel gewinnt.
gestern	a1			Gestern war ich krank.
gestorben	a1			Meine Frau ist gestern gestorben.
gesund	a2			Ich hatte Grippe. Jetzt bin ich wieder gesund.
gewinnen	a1		gewinnt, hat gewonne	Wer gewinnt das Spiel?
gewohnt	b1			Ich bin gewohnt, früh ins Bett zu gehen.
gewöhnen	b1			Wir haben uns an das Leben hier gewöhnt.
gewöhnlich	b1			Um die Zeit ist er gewöhnlich zu Hause.
geöffnet	a1			Der Laden ist samstags bis 16.00 Uhr geöffnet.
gießen	b1			Es hat nicht geregnet. Ich muss meine Blumen gießen.
giftig	b1			Vorsicht, das ist giftig!
glatt	b1			Fahr vorsichtig! Es ist glatt.
glauben	a1		glaubt, hat geglaubt	Sie können mir glauben, es ist so.
gleich	a1			Das ist mir gleich.
gleichberechtigt	b1			Mann und Frau sind gleichberechtigt.
gleichfalls	b1			Schöne Feiertage! – Danke, gleichfalls.
gleichzeitig	b1			Ich kann nicht alles gleichzeitig machen.
glücklich	a1			Meine Kinder sind glücklich verheiratet.
gratis	b1			Diese Reparatur kostet Sie gar nichts, wir machen das gratis für Sie.
gratulieren	a1		gratuliert, hat g	Ich gratuliere dir!
greifen	b1			Greifen Sie doch zu!
grillen	a1		grillt, hat gegrillt	Heute grillen wir im Garten.
grillieren	b1			Heute wollen wir im Garten grillieren.
groß	a1			Mein Bruder und ich sind gleich groß.
gründen	b1			Frau Bauer hat eine eigene Firma gegründet.
gründlich	b1			Ich möchte die Wohnung gründlich reinigen, bevor der Besuch kommt.
grüßen	b1			Wer war die Frau, die du eben gegrüßt hast?
gucken	b1			Guck doch mal! Es schneit.
gut	a1		besser, am besten	Das finde ich gut.
gültig	a1			Der Pass ist nicht mehr gültig.
gültig sein	a2		ist gültig, war g	Der Pass ist nicht mehr gültig.
günstig	a1			Dort gibt es günstige Angebote.
haben	a1		hat, hatte, hat gehabt	Ich habe ein neues Auto.
hageln	b1			Bei Gewitter kann es auch hageln.
halb	b1			Treffen wir uns um halb neun?
halbtags	b1			Ich habe ein kleines Kind und kann nicht acht Stunden am Tag arbeiten. Deshalb möchte ich halbtags arbeiten.
hallo	a1			Hallo Inge! Wie geht’s?
halten	a1		hält, hat gehalten	Dieser Zug hält nicht in Rüdesheim.
hart	a2			Ich finde das Bett zu hart.
hassen	b1			Ich hasse Autofahren.
hat diskutiert	a2			
hat eingekauft	a2			
hat eingepackt	a2			
hat eingetragen	a2			
hat empfohlen	a2			
hat entschuldigt	a2			
hat erinnert	a2			
hat erlaubt	a2			
hat erreicht	a2			
hat gechattet	a2			
hat gedacht	a2			
hat gedankt	a2			
hat gedauert	a2			
hat gedruckt	a2			
hat geduscht	a2			
heben	b1			Kannst du mir helfen? Das Paket kann ich allein nicht heben.
heim	b1			Ich will jetzt heim.
heimlich	b1			Gestern habe ich gehört, dass mein Sohn heimlich raucht.
heiraten	a1		heiratet, hat geheiratet	Meine Schwester heiratet einen Japaner.
heizen	b1			Wir heizen mit Öl.
heiß	a2			Vorsicht, der Tee ist heiß!
heißen	a1		heißt, hat geheißen	Ich heiße Charlotte Meier.
helfen	a1		hilft, hat geholfen	Können Sie mir helfen, bitte?
hell	a1			Im Sommer ist es bis 21 Uhr hell.
her	b1			Komm her zu mir!
her/her-/-her	a2			Komm bitte mal her!
heraus/raus	a2			Möchtet ihr nicht rauskommen? Das Wetter ist so schön.
herausfinden	b1			Hast du schon herausgefunden, wann und wo man sich für den Kurs anmelden muss?
herein	b1			Kommt doch herein!
herein/rein	a2			Herein! Die Tür ist offen.
herstellen	a2		stellt her, hat hergestellt	In unserer Firma stellen wir Möbel her.
herunterfahren	b1			Zum Schluss musst du den Computer herunterfahren.
herunterladen	a2		lädt herunter, hat heruntergeladen	Er lädt die Musik aus dem Internet herunter.
herzlich	a1			Herzlichen Glückwunsch!
heute	a1			Heute ist ein schöner Tag.
heutig	b1			Die heutigen Computer können viel mehr als noch vor ein paar Jahren.
hier	a1			Hier ist 06131-553221, Pamela Linke.
hierher	b1			Ich komme oft hierher. In diesem Café gibt es guten Kuchen.
hin/hin-/-hin	a2			Wo gehst du hin?/Wohin gehst du?
hinten	a1			Die Tür zum Aussteigen ist hinten.
hinter	a2			Hinter dem Haus haben wir einen Garten.
hinterher	b1			Vor der Prüfung habe ich so viel gelernt. Hinterher habe ich vieles wieder vergessen.
hinterlassen	b1			Möchten Sie eine Nachricht hinterlassen?
hinweisen	b1			Wir möchten Sie darauf hinweisen, dass das Rauchen am Bahnsteig nicht gestattet ist.
historisch	b1			Wir waren mit unserer Klasse im Historischen Museum.
hoch	a1			Der Mount Everest ist 8.880 Meter hoch.
hochladen	b1			Kannst du bitte die Datei für die Hausaufgabe hochladen?
hoffen	a2		hofft, hat gehofft	Ich hoffe, dass es dir gut geht.
hoffentlich	a2			Hoffentlich hat unser Zug keine Verspätung.
holen	a1		holt, hat geholt	Ich hole zwei Flaschen Wasser aus der Küche.
hungrig	b1			Ich bin sehr hungrig.
hupen	b1			Hier ist ein Krankenhaus. Hier darfst du nicht hupen.
husten	a2		hustet, hat gehustet	Sie hustet seit zwei Tagen. Sie ist krank.
hängen	a2		hängt, hat gehangen/gehängt	Im Museum hängen moderne Bilder.
hässlich	a2			Ich finde das Kleid hässlich. Es gefällt mir nicht.
häufig	b1			Haben Sie häufig Kopfschmerzen?
